1,8957123510616210000,305-1112407,0000,10000000,64
2,8957123510616210001,306-3741274,0000,10000001,64
3,8957123510616210002,305-1113705,0000,10000002,64
4,8957123510616210003,305-1114912,0000,10000003,64
5,8957123510616210004,307-7977521,0000,10000004,64
6,8957123510616210005,305-1115367,0000,10000005,64
7,8957123510616210006,306-7358791,0000,10000006,64
8,8957123510616210007,306-9915814,0000,10000007,64
9,8957123510616210008,307-5866878,0000,10000008,64
10,8957123510616210009,307-6261071,0000,10000009,64
11,8957123510616210010,307-9628091,0000,10000010,64
12,8957123510616210011,305-1115861,0000,10000011,64
13,8957123510616210012,307-9267910,0000,10000012,64
14,8957123510616210013,305-1116472,0000,10000013,64
15,8957123510616210014,306-1114679,0000,10000014,64
16,8957123510616210015,306-2452752,0000,10000015,64
17,8957123510616210016,305-1117360,0000,10000016,64
18,8957123510616210017,305-1117933,0000,10000017,64
19,8957123510616210018,305-1118459,0000,10000018,64
20,8957123510616210019,305-1118902,0000,10000019,64
21,8957123510616210020,305-1119084,0000,10000020,64
22,8957123510616210021,307-7842793,0000,10000021,64
23,8957123510616210022,305-1119773,0000,10000022,64
24,8957123510616210023,306-7371257,0000,10000023,64
25,8957123510616210024,307-1292209,0000,10000024,64
26,8957123510616210025,307-6231385,0000,10000025,64
27,8957123510616210026,305-1120090,0000,10000026,64
28,8957123510616210027,306-5444357,0000,10000027,64
29,8957123510616210028,307-1569721,0000,10000028,64
30,8957123510616210029,307-2532047,0000,10000029,64
31,8957123510616210030,305-1122518,0000,10000030,64
32,8957123510616210031,306-3716661,0000,10000031,64
33,8957123510616210032,306-4295175,0000,10000032,64
34,8957123510616210033,307-6100238,0000,10000033,64
35,8957123510616210034,305-1122754,0000,10000034,64
36,8957123510616210035,305-1123914,0000,10000035,64
37,8957123510616210036,306-5779462,0000,10000036,64
38,8957123510616210037,305-1125679,0000,10000037,64
39,8957123510616210038,306-6294307,0000,10000038,64
40,8957123510616210039,306-9306617,0000,10000039,64
41,8957123510616210040,305-1125767,0000,10000040,64
42,8957123510616210041,306-9815235,0000,10000041,64
43,8957123510616210042,307-3290184,0000,10000042,64
44,8957123510616210043,305-1127467,0000,10000043,64
45,8957123510616210044,306-2632305,0000,10000044,64
46,8957123510616210045,306-5289554,0000,10000045,64
47,8957123510616210046,306-7540279,0000,10000046,64
48,8957123510616210047,307-4202362,0000,10000047,64
49,8957123510616210048,307-7047889,0000,10000048,64
50,8957123510616210049,305-1127793,0000,10000049,64
51,8957123510616210050,306-7633549,0000,10000050,64
52,8957123510616210051,307-3680994,0000,10000051,64
53,8957123510616210052,307-7452198,0000,10000052,64
54,8957123510616210053,307-7933622,0000,10000053,64
55,8957123510616210054,305-1128331,0000,10000054,64
56,8957123510616210055,307-1335090,0000,10000055,64
57,8957123510616210056,307-2444242,0000,10000056,64
58,8957123510616210057,307-7335231,0000,10000057,64
59,8957123510616210058,305-1128390,0000,10000058,64
60,8957123510616210059,307-9121715,0000,10000059,64
61,8957123510616210060,305-1129796,0000,10000060,64
62,8957123510616210061,307-6462815,0000,10000061,64
63,8957123510616210062,305-1129978,0000,10000062,64
64,8957123510616210063,307-9275470,0000,10000063,64
65,8957123510616210064,305-1130246,0000,10000064,64
66,8957123510616210065,306-9759449,0000,10000065,64
67,8957123510616210066,305-1131569,0000,10000066,64
68,8957123510616210067,306-7812479,0000,10000067,64
69,8957123510616210068,306-8104664,0000,10000068,64
70,8957123510616210069,305-1132741,0000,10000069,64
71,8957123510616210070,307-7307386,0000,10000070,64
72,8957123510616210071,307-8230000,0000,10000071,64
73,8957123510616210072,305-1134567,0000,10000072,64
74,8957123510616210073,306-2007031,0000,10000073,64
75,8957123510616210074,306-7435952,0000,10000074,64
76,8957123510616210075,307-1953552,0000,10000075,64
77,8957123510616210076,305-1135368,0000,10000076,64
78,8957123510616210077,306-4249082,0000,10000077,64
79,8957123510616210078,306-4768008,0000,10000078,64
80,8957123510616210079,307-1614353,0000,10000079,64
81,8957123510616210080,305-1135631,0000,10000080,64
82,8957123510616210081,306-4523270,0000,10000081,64
83,8957123510616210082,306-6587704,0000,10000082,64
84,8957123510616210083,306-7755280,0000,10000083,64
85,8957123510616210084,305-1135973,0000,10000084,64
86,8957123510616210085,306-3652967,0000,10000085,64
87,8957123510616210086,307-9406953,0000,10000086,64
88,8957123510616210087,305-1136248,0000,10000087,64
89,8957123510616210088,306-5667776,0000,10000088,64
90,8957123510616210089,305-1136491,0000,10000089,64
91,8957123510616210090,306-4894382,0000,10000090,64
92,8957123510616210091,306-9165344,0000,10000091,64
93,8957123510616210092,307-4759222,0000,10000092,64
94,8957123510616210093,305-1137036,0000,10000093,64
95,8957123510616210094,306-5814925,0000,10000094,64
96,8957123510616210095,306-7715961,0000,10000095,64
97,8957123510616210096,305-1137524,0000,10000096,64
98,8957123510616210097,307-5070411,0000,10000097,64
99,8957123510616210098,307-5518731,0000,10000098,64
100,8957123510616210099,307-8365812,0000,10000099,64
101,8957123510616210100,305-1138138,0000,10000100,64
102,8957123510616210101,307-8806272,0000,10000101,64
103,8957123510616210102,305-1140111,0000,10000102,64
104,8957123510616210103,306-1823816,0000,10000103,64
105,8957123510616210104,306-4686522,0000,10000104,64
106,8957123510616210105,307-1298468,0000,10000105,64
107,8957123510616210106,305-1140390,0000,10000106,64
108,8957123510616210107,306-6472233,0000,10000107,64
109,8957123510616210108,307-9267453,0000,10000108,64
110,8957123510616210109,305-1140879,0000,10000109,64
111,8957123510616210110,307-2996503,0000,10000110,64
112,8957123510616210111,307-7710128,0000,10000111,64
